time,class,RMS_ch1,MAV_ch1,RMS_ch2,MAV_ch2,RMS_ch3,MAV_ch3,RMS_ch4,MAV_ch4,RMS_ch5,MAV_ch5,RMS_ch6,MAV_ch6,RMS_ch7,MAV_ch7,RMS_ch8,MAV_ch8
26230,5,4.519564102916624e-05,3.671852676885647e-05,7.30308839994654e-05,5.4183729222549145e-05,0.00014489421004296348,0.00010234808972070267,0.00016902046922728155,0.00011790360405987173,0.0001171233554729895,8.672042171302424e-05,6.895929603896559e-05,4.799955558887679e-05,3.643193939896397e-05,2.7005145665683982e-05,3.50219205990771e-05,2.446964762259053e-05
26282,5,3.740782452970035e-05,2.815744666883087e-05,5.642296241697978e-05,4.401890112546281e-05,7.846956196346368e-05,6.272505511423646e-05,0.00011564614160965662,7.357364333380188e-05,5.431111374526192e-05,3.1418116565136974e-05,2.2383944143700317e-05,1.711305495145583e-05,2.9009337390416345e-05,2.162920689998541e-05,3.184225373574406e-05,2.0026765076987265e-05
26333,0,2.3052526266971623e-05,1.793268006667116e-05,8.520566168074867e-05,6.956220864812654e-05,0.0001149113565044526,9.409881715990541e-05,0.0001304882924536559,0.000102457451840615,0.00010214948048803547,6.429631039604976e-05,7.433899140616602e-05,4.8161735695395604e-05,2.8519267113685895e-05,2.1607278859339837e-05,1.3825560217322534e-05,9.685207663539057e-06
26386,0,2.0993727015168726e-05,1.4493591562576612e-05,8.50628897062143e-05,6.76441422338856e-05,0.00015248006025839596,0.00012094788578103011,0.00015655299903508308,0.0001275689928870092,0.0001233656338169376,8.699980877800149e-05,8.802374249355726e-05,6.551928621038031e-05,3.791070617604767e-05,2.791559987358929e-05,1.952507041250239e-05,1.344076416967146e-05
26439,0,1.953604966543234e-05,1.3724479520765e-05,5.366088502601592e-05,3.473200012552453e-05,0.00013516938526132494,0.00010629878755299358,0.0001067454782617542,7.427274034532242e-05,8.32023277606117e-05,4.666146006056948e-05,9.992987932205791e-05,7.402728165924787e-05,4.872825592752536e-05,3.4334189355108965e-05,2.1221149472882614e-05,1.5406644911161188e-05
26490,0,4.389346865372135e-05,3.123100322540017e-05,5.9182513650278544e-05,3.6335151008968076e-05,9.545995621516863e-05,7.720846018112051e-05,4.321109624212834e-05,3.497982851530737e-05,7.418322403945175e-05,4.813201556398225e-05,0.00010791433891725412,8.350242147327868e-05,5.635966223621505e-05,4.624061696128889e-05,4.094056793437593e-05,3.1313087195734563e-05
26542,0,4.751511404430623e-05,3.6521665149703896e-05,6.360111405943056e-05,4.959488970506451e-05,9.286421628635379e-05,6.789116068965386e-05,5.429042287910328e-05,3.9354916767781735e-05,7.324559142097938e-05,5.56320349872615e-05,8.130794407837403e-05,6.215804307305053e-05,5.103835060619999e-05,4.0987211275185056e-05,4.068584815457326e-05,3.113243402868296e-05
26593,0,3.1761333409944926e-05,2.2981736799784114e-05,5.692791120967507e-05,4.365524484898039e-05,0.0001134907180583152,8.382722375811181e-05,6.999261058764074e-05,5.3664219879956534e-05,6.604046090428574e-05,5.228894558128853e-05,6.819033010325392e-05,5.382369375303165e-05,6.0636961118654106e-05,4.294747585354062e-05,2.073543682544356e-05,1.5789476451441493e-05
26645,0,3.721987628237174e-05,3.0882786063019485e-05,7.332404211220976e-05,6.118071302618273e-05,0.00011220555437311584,8.924869185499094e-05,6.0395928521435257e-05,4.91042651833719e-05,5.951577072578845e-05,4.609373702032512e-05,7.96783771483285e-05,6.894926035921298e-05,6.434876607439294e-05,5.2204253264157086e-05,3.4606568554641146e-05,2.855758796054538e-05
26698,0,3.511908265977307e-05,3.0465119671397636e-05,6.861440252186285e-05,5.936051636019966e-05,6.861949602686618e-05,5.096804296531388e-05,4.1504480817750816e-05,3.4500346373903895e-05,8.781817035297656e-05,6.993851365261374e-05,0.00011061905574574555,0.00010001696011492422,5.050933143048058e-05,4.492946516396702e-05,3.6526024222175964e-05,3.274539109717698e-05
26749,0,3.6900809515910965e-05,2.9288210973842903e-05,6.269139691855873e-05,4.423452117181922e-05,5.298799926739762e-05,3.6010849586454616e-05,3.198281580902456e-05,2.4030815497784646e-05,8.66570003798304e-05,6.730705406045647e-05,9.771315607109996e-05,7.625432871045286e-05,4.549953726905704e-05,3.884165739104801e-05,3.25588409157152e-05,2.7378809119828925e-05
26800,0,3.627144198117599e-05,2.6747556792068743e-05,6.378621667625115e-05,4.2188362759276804e-05,6.279929685469547e-05,4.528037565896247e-05,3.186356566133558e-05,1.858091784937746e-05,3.6196650323447915e-05,2.409465315851221e-05,7.074780445540305e-05,5.175337786798727e-05,3.1583624948787875e-05,2.283231525528391e-05,2.671820636136244e-05,1.8546869607145348e-05
26852,0,1.9264717315443854e-05,1.0712004249911766e-05,4.26883268095041e-05,2.857172803836124e-05,5.9371024446011883e-05,4.524196014839522e-05,3.966289741946629e-05,2.7948146205504962e-05,3.340880582851246e-05,2.2142929106613446e-05,6.130861446955826e-05,4.1329935197720036e-05,1.1948500588696768e-05,8.93009753342379e-06,8.973782291113028e-06,6.917944872834602e-06
26905,0,1.4626914758055926e-05,8.796328596424347e-06,3.1135393769331336e-05,2.4284674164613078e-05,4.650521408002365e-05,3.8373822211894686e-05,3.7220196438077934e-05,3.106920346686623e-05,2.9142361037017326e-05,2.2310911801011692e-05,1.8233237748569082e-05,1.1177219600835342e-05,2.7751919013148533e-05,1.9635090745481646e-05,3.919427009119597e-05,2.167583183899428e-05
26957,0,2.2511138032006213e-05,1.6704494871905537e-05,2.5008712138844996e-05,1.8326743173071067e-05,3.00659805316445e-05,2.4506561943053602e-05,2.742878002624137e-05,1.8675349009112595e-05,2.1047872477218466e-05,1.3979343314275068e-05,1.3050980527909164e-05,8.074137671903862e-06,4.047105575694516e-05,3.191873339700156e-05,5.4277606139591314e-05,3.8418495885870924e-05
27009,0,1.884132016988229e-05,1.368905548871909e-05,1.4756751951542498e-05,1.10879409039326e-05,1.831452233927587e-05,1.3934635206607263e-05,1.0182473078135066e-05,7.957690360310143e-06,1.2726829632527728e-05,8.767611305431918e-06,1.4298542352505836e-05,1.0476664556743444e-05,4.010008851016689e-05,3.106418924175649e-05,4.3271076481453914e-05,3.1374219656220115e-05
27063,0,1.5318808656222843e-05,1.1220748190716272e-05,1.9854225100480685e-05,1.7122055452374314e-05,1.616814108952193e-05,1.3174006396084166e-05,1.0290708736431217e-05,8.37033161069013e-06,1.2858448991018831e-05,9.992622953359502e-06,1.1716186243717339e-05,7.439965437493892e-06,4.611468142960517e-05,3.0109387931289135e-05,5.9076944368122054e-05,3.572112674971809e-05
27114,0,1.5678285328332516e-05,1.0158351088276685e-05,1.986668154403056e-05,1.6268296591421372e-05,1.7748013923243567e-05,1.4433886900941215e-05,1.2077535078130041e-05,8.324444421652384e-06,1.417409150013694e-05,1.0791734782518415e-05,8.312276865130919e-06,6.4754637509624785e-06,5.3223103161885184e-05,3.692953591310996e-05,7.508013767886465e-05,5.163542309021842e-05
27166,0,8.545419739332874e-06,5.198037290491198e-06,1.4079239957312923e-05,1.0140637463168964e-05,2.1267649014208764e-05,1.7173416547590596e-05,1.4866494584513941e-05,1.1054464487996532e-05,1.308298054583012e-05,8.88624080586837e-06,8.417617877245723e-06,6.989893648331031e-06,4.429410462337361e-05,3.4404824851197116e-05,5.683059238281134e-05,3.982051390604945e-05
27219,0,5.455483787909689e-06,4.693003917874507e-06,1.1652358603357952e-05,8.463105188974598e-06,1.7485708611125665e-05,1.2976173372716749e-05,1.1995946612306683e-05,9.130223383921858e-06,1.3142408132981322e-05,1.010171010121101e-05,5.5436172983042225e-06,4.5138129216473615e-06,2.86769925011254e-05,2.1751057571007412e-05,3.300965471668548e-05,2.4509806724768576e-05
27271,0,7.760840783730705e-06,6.300076379219908e-06,9.508134869577603e-06,6.980242239043775e-06,1.0843123007948985e-05,7.348663474484357e-06,9.11858333932998e-06,6.689858257402181e-06,1.2699608992798977e-05,1.0551597693143086e-05,8.729830557034163e-06,7.178794656339531e-06,1.6459333380448857e-05,1.170804513431091e-05,2.203997552338779e-05,1.6025467775566684e-05
27326,0,1.1984588716387183e-05,9.83844159723823e-06,1.2061669000770507e-05,9.267621456489786e-06,1.2704172304056198e-05,9.809257880182224e-06,8.32791288587222e-06,5.743130502710373e-06,7.63884882411193e-06,5.8950652846106036e-06,8.305439431326148e-06,6.00678926153664e-06,6.923500576358792e-06,5.1909786875088e-06,8.795910475248242e-06,6.465200562830475e-06
27379,0,1.1773867672921226e-05,9.376113270141901e-06,1.5657651694253147e-05,1.1747239801973115e-05,1.6642599710315564e-05,1.3856773877614125e-05,8.757574607402469e-06,5.641112997331439e-06,6.566267216683059e-06,4.702011672901756e-06,4.629319871497302e-06,3.515526710014204e-06,1.1315338142228594e-05,9.142218930604228e-06,1.216644283481401e-05,9.394576248917758e-06
27432,0,8.960605805348207e-06,6.9255734629907676e-06,2.1780463055809542e-05,1.632328005941391e-05,1.6265267663906092e-05,1.1504801747352607e-05,1.2774327135611955e-05,9.044292778369242e-06,5.929370798682295e-06,4.014984957873763e-06,5.211398978379406e-06,4.640294688101836e-06,2.106089325106232e-05,1.8233059924106723e-05,1.3228476428182958e-05,1.0904203821112714e-05
27484,0,9.142055625838677e-06,7.530243993377311e-06,2.3203170549754442e-05,1.9030423661287258e-05,1.2244144211830676e-05,8.720383673677811e-06,1.3417869119326047e-05,1.1413324425455947e-05,4.800018166094223e-06,3.975980341162357e-06,6.700530852075921e-06,5.710350469858383e-06,1.8713700078330493e-05,1.373269192214311e-05,1.0027895119644929e-05,8.153608967793567e-06
27537,0,7.3034400906445605e-06,5.5049571669473425e-06,1.7101384828918766e-05,1.4481469252805286e-05,2.2255629049127447e-05,1.6639700002461982e-05,9.71900161699847e-06,8.3747264571577e-06,6.836286797969487e-06,5.56296694805464e-06,5.9331649394282855e-06,5.138810773771528e-06,5.087236129616199e-06,3.4104172699137112e-06,7.176835174776347e-06,5.464961720292967e-06
27590,0,7.805944299620873e-06,5.206187479903005e-06,1.495347936193986e-05,1.301814811352932e-05,3.086900449988117e-05,2.618176717030731e-05,9.960518201353511e-06,7.205771650242439e-06,6.9433642374412255e-06,5.274541653469649e-06,6.85282114148444e-06,4.828438833111046e-06,4.906887920714795e-06,3.400844741053992e-06,3.688954768367542e-06,2.8500031607688406e-06
27642,0,1.0904674086542652e-05,9.061378912826991e-06,1.2762232501390395e-05,1.0143117327021834e-05,2.9628687255539257e-05,2.6701106028247933e-05,1.0966877608718266e-05,8.836344295766623e-06,7.065450612724749e-06,5.880598526857414e-06,9.423074668120768e-06,7.620508833239536e-06,1.188106263831226e-05,1.0038971194930767e-05,4.387448323552171e-06,3.254246749257167e-06
27695,0,1.028197670027799e-05,9.045472564650025e-06,1.2903635708329151e-05,9.508140045942084e-06,2.6810702921980228e-05,2.3074755790977067e-05,1.0969760615378737e-05,9.243817368789232e-06,8.229224573472278e-06,6.932505248839102e-06,7.766439075163407e-06,6.488513808201598e-06,1.1354516812638187e-05,8.592161345463291e-06,6.904957492151379e-06,4.653797065441225e-06
27747,0,1.0382640060712583e-05,8.542074558793042e-06,1.4585711738978875e-05,1.0237782501530742e-05,2.5015369917714475e-05,1.98130137167009e-05,1.2618866065955705e-05,1.03836414081656e-05,6.900260288164307e-06,5.224453977684481e-06,5.1203553300787305e-06,3.98593652122418e-06,5.353284846112225e-06,3.620125001385213e-06,6.364934171264742e-06,3.989846985777416e-06
27799,0,9.496088923932535e-06,7.276612271701164e-06,1.609769336662986e-05,1.1670855095270206e-05,2.2838214463303592e-05,1.775917604338195e-05,1.0736540799044307e-05,8.472683375213494e-06,6.1049843861743404e-06,4.8784727928441255e-06,6.619285639268685e-06,5.228288017836735e-06,4.954655561463002e-06,3.7480534817820667e-06,4.148824920112373e-06,3.2786061887284295e-06
27851,0,1.4476831018205968e-05,1.118473251639575e-05,2.0970271275807188e-05,1.7084692743250277e-05,3.25829584084003e-05,2.4604011583317662e-05,1.3417990588855559e-05,1.006305298346697e-05,1.1506110362151444e-05,9.820752868589453e-06,8.177014253484321e-06,6.904641668085378e-06,6.779521194067785e-06,4.94018542541107e-06,6.547648730197337e-06,4.978336048922951e-06
27904,0,1.5810000746551315e-05,1.3001695299574334e-05,1.9805465223804858e-05,1.4005047171643279e-05,3.362542272521805e-05,2.7080791297224883e-05,1.5397502469325203e-05,1.3279578603320296e-05,1.2949435880304141e-05,1.1464909195833544e-05,7.947849194194007e-06,6.924220293382556e-06,7.76741748584508e-06,6.04142851562596e-06,6.521620323713917e-06,4.95600792817625e-06
27957,0,1.0047507540435703e-05,7.626214942631899e-06,1.4306364448732577e-05,9.092706673122616e-06,2.527667441572745e-05,2.0459033228143993e-05,1.2646801875359615e-05,1.0702226874305799e-05,8.687799895796372e-06,6.956153613072296e-06,6.231360570904883e-06,5.208228333092371e-06,9.182755121507413e-06,6.2940397554571925e-06,6.709550389545494e-06,5.132074842152806e-06
28010,0,7.598631972985039e-06,5.846113267753802e-06,1.1643400429230208e-05,9.189373750657583e-06,2.372091148322572e-05,1.9449363231704683e-05,1.4058462613180317e-05,1.1630753279607521e-05,9.491649228740266e-06,7.804412059652652e-06,5.995307626877592e-06,4.822287875568102e-06,1.0341105243626671e-05,8.068305085073444e-06,7.256045812742972e-06,5.952665478886285e-06
28063,0,7.226751086670492e-06,5.194911910992949e-06,9.349769173707211e-06,6.987054388473326e-06,1.8890862462627944e-05,1.550728378328552e-05,1.564896133565244e-05,1.3994904173295096e-05,9.331419646930833e-06,7.306635801588113e-06,6.656367293299714e-06,5.211413012393331e-06,8.041476293270693e-06,7.311094582292401e-06,5.634317955193484e-06,4.623386726936432e-06
28115,0,7.6139625330276436e-06,5.508373967477562e-06,5.878799073186947e-06,4.570883112746752e-06,1.241400175822496e-05,9.33570592940561e-06,1.2151563222922767e-05,1.0360280844798713e-05,8.302688995044543e-06,6.10155777921816e-06,6.7334978397559145e-06,4.910503465576465e-06,6.639061221023433e-06,6.016919042985273e-06,4.9651665445512695e-06,3.4298838757024186e-06
28167,0,7.308848370475702e-06,5.9370570708026635e-06,8.705794006796978e-06,6.599568350364491e-06,1.3250539742018495e-05,1.0706048583389043e-05,1.3702585103816323e-05,1.0894887777027842e-05,8.274220955207612e-06,6.031975705152724e-06,5.336346286700625e-06,3.746290109664547e-06,5.387448014008119e-06,4.40880943405413e-06,5.7811223403628144e-06,3.814917855197414e-06
28219,0,9.93640524299151e-06,8.010758258691617e-06,1.190451925346079e-05,8.288326750105889e-06,1.9723062791595258e-05,1.4218189908915045e-05,1.4748399931963775e-05,1.1282462271650031e-05,8.969306250234463e-06,6.761248470998976e-06,3.3449013921885736e-06,2.5392374210217885e-06,4.339213382795134e-06,3.1946043321406718e-06,5.900268115580246e-06,3.839034171038142e-06
28272,0,1.0900346373502452e-05,9.228717052803041e-06,1.6756647556532762e-05,1.1951667991865635e-05,2.3722882121894486e-05,1.7252522827951394e-05,1.4257895399029365e-05,1.0744330291649517e-05,9.825873434059467e-06,7.292511641547828e-06,2.7217765109264334e-06,1.5559355081593113e-06,4.035032153744325e-06,2.853446466528152e-06,4.6582543130323e-06,3.41918176608181e-06
28324,0,9.617224327990692e-06,8.190552493511005e-06,1.8713882249259426e-05,1.5754561324226238e-05,2.013919125214772e-05,1.5863179774994923e-05,1.689586571420212e-05,1.473584871247536e-05,7.710854802828336e-06,5.876497859030955e-06,2.0969227185647705e-06,9.885447892079679e-07,4.060248579953948e-06,2.870394031275105e-06,3.5739721276182292e-06,3.1142466524507067e-06
28375,0,1.260630581030546e-05,9.901837948453354e-06,2.1674303072717692e-05,1.7200140038523354e-05,2.5546820535355176e-05,2.0598217397825035e-05,1.6467949018958762e-05,1.4559535830853767e-05,7.479926378658841e-06,6.178722827630641e-06,2.9855637902888514e-06,1.6899811125985004e-06,5.255537016663507e-06,4.083215452103334e-06,5.55616680834414e-06,4.3363045221528755e-06
28426,0,1.3801870431563246e-05,1.0294630289033754e-05,2.202809857395466e-05,1.59734064921136e-05,2.5267915330384225e-05,1.9146035180503766e-05,1.1837780919436642e-05,8.58964439747701e-06,6.433998726154581e-06,4.79173180622176e-06,4.600285341228989e-06,3.1268078996349395e-06,6.354277535732751e-06,5.408983654489334e-06,9.180281459327804e-06,7.0716330786369596e-06
28477,0,8.857083691106217e-06,5.4789427615715395e-06,1.6353769503904167e-05,1.2067721465197314e-05,1.5037962713448144e-05,1.0393069058665279e-05,9.099019643861875e-06,7.093835564467686e-06,6.993333375812416e-06,5.47852860081556e-06,4.549594913514141e-06,3.4392881723117125e-06,5.6971561431019405e-06,4.6527735795399155e-06,9.772960043827411e-06,7.464096207045421e-06
28530,0,7.646737719220121e-06,5.036707842951294e-06,1.4741207463224722e-05,1.17416064957059e-05,1.657767722633649e-05,1.0472863959472354e-05,1.2952354289046377e-05,1.0828327988897993e-05,7.318505476310482e-06,6.249353181852027e-06,7.67718510998286e-06,5.597994675939762e-06,8.196357005129673e-06,5.612118619813408e-06,7.131901290498053e-06,5.735336834944109e-06
28581,0,9.262462246228902e-06,6.873297524951653e-06,1.219455110489254e-05,9.856239952487926e-06,1.405826542610219e-05,8.827661451683958e-06,1.4105468591175798e-05,1.243597656877798e-05,6.143781618041414e-06,5.445463499541517e-06,9.74440609030181e-06,8.280236650234845e-06,8.028925112034246e-06,5.079194666916863e-06,4.792621501462518e-06,4.150788461629932e-06
28633,0,7.332075946466732e-06,5.410697318820218e-06,9.580264351759793e-06,7.149814805097126e-06,1.0523620060237028e-05,8.737172652248822e-06,1.2076823317964002e-05,1.0118146920338426e-05,8.651454022312517e-06,7.0805733117339505e-06,7.94534056466905e-06,6.556045299696858e-06,5.022844554844525e-06,2.8100511635295235e-06,3.675525475565364e-06,3.0268666896318823e-06
28685,0,6.879765298352057e-06,5.040483957855326e-06,1.1571316124691121e-05,7.864678250969512e-06,1.4025166682563536e-05,1.1534886104952287e-05,1.0163335170420343e-05,7.114439198677637e-06,8.449005733854082e-06,5.674651472613382e-06,5.274430414010169e-06,3.50379535751437e-06,7.063366037997782e-06,4.1640908049463736e-06,5.199828510815581e-06,3.0739194481321123e-06
28741,0,1.1972523140284328e-05,9.174979794839973e-06,1.4808044550884989e-05,1.1068554237968594e-05,1.3560038023100075e-05,1.0482897028309887e-05,1.0753741402288797e-05,7.30556627834387e-06,4.217035893056692e-06,2.1196135418249185e-06,4.126364801361103e-06,2.8909682682245823e-06,7.440404694759434e-06,5.2389697020765605e-06,7.6354192461965e-06,4.519882707347074e-06
28794,0,1.4576803834408322e-05,1.2002431143904242e-05,1.4622930086545548e-05,1.1578842171104955e-05,1.1198194169599827e-05,8.9278228496295e-06,1.4803513129355736e-05,1.1226891844404853e-05,2.935128341920901e-06,1.7696880735307189e-06,6.787795781440403e-06,5.5131607747284824e-06,8.63593922949923e-06,7.0742760308682145e-06,7.05686761076231e-06,4.643493471467591e-06
28846,0,1.3636883751496467e-05,1.1172828640894438e-05,2.2717241544269903e-05,1.665709904701777e-05,1.1527674378079282e-05,8.12763109823502e-06,1.8576793616081542e-05,1.492099942226493e-05,9.698079492114505e-06,6.9487719806916785e-06,7.3036433575587574e-06,6.075090302628e-06,8.896537856177549e-06,7.319270882476281e-06,5.200926696563531e-06,4.122763614519043e-06
28897,0,1.1842440266539427e-05,8.542109193221455e-06,2.3396725163140905e-05,1.6710367096979026e-05,1.2525297091406253e-05,8.0788085917576e-06,1.701572560662346e-05,1.2251799890444245e-05,9.996346512986453e-06,7.779720085820503e-06,5.625732305245297e-06,4.461504850266591e-06,7.364675408231969e-06,5.464110307980996e-06,5.546840802732023e-06,4.527940572442507e-06
28951,0,7.341697454319509e-06,4.1495399087208625e-06,1.0326257881976248e-05,6.189114125392983e-06,1.0417928076906206e-05,6.998680780589728e-06,1.1434898475860215e-05,8.364257550535203e-06,4.584630746971407e-06,3.5120018304782806e-06,7.242256589465237e-06,5.888152429630094e-06,6.856242893012977e-06,4.998239726868586e-06,9.276239909612298e-06,7.622925255799368e-06
29003,0,5.309605026719821e-06,3.7643181933567643e-06,9.286072414146794e-06,5.188771829055764e-06,1.099799573700637e-05,6.620073002776925e-06,1.1787286094779285e-05,9.351027290935934e-06,1.0683859541166456e-05,7.150512901871093e-06,1.573477949301714e-05,1.136576365097648e-05,3.012671730219989e-05,1.7179717053918896e-05,3.441565408947584e-05,2.6183614564306725e-05
29055,0,2.1208152128670552e-05,1.3309820478359867e-05,1.4219032758597757e-05,9.786481800443331e-06,1.794614113473373e-05,1.4245423276591821e-05,1.3158503807691363e-05,1.0971228706687437e-05,1.695206891742237e-05,1.3744552333414763e-05,3.876896646906203e-05,3.09476689090409e-05,0.0001144420677837842,8.876882235211135e-05,4.809454177395239e-05,3.9136850182981036e-05
29108,0,9.200544413385708e-05,5.419221782047908e-05,4.817408879133771e-05,2.9673330509424508e-05,2.462780998655109e-05,2.248705684354775e-05,2.0212461529324472e-05,1.66531510518641e-05,2.1520605237383727e-05,1.7545023660766525e-05,4.656871083651245e-05,4.013516647373961e-05,0.00016946573526079972,0.00014777434274312862,0.0002092986311124881,0.00012307208761275345
29159,0,0.00013972430370539556,9.870899833891619e-05,0.00010853294706636866,7.647963948948422e-05,2.8217307359712054e-05,2.4304302395263814e-05,3.0307170201886798e-05,2.5551921919802967e-05,3.48568438030055e-05,2.9458043938499172e-05,4.1206590125663056e-05,3.4043492115207985e-05,0.00013424610555808053,9.509343594665313e-05,0.0002446467150305126,0.00016944842891921476
29210,0,0.0003504390206876516,0.0002755086758674957,0.0003056182920650582,0.00024254386061302189,5.773548185872386e-05,4.6426789955556405e-05,5.16897895764919e-05,4.2915536186252196e-05,7.488890206692825e-05,6.18600512955278e-05,8.910807050594696e-05,6.947199596277147e-05,0.00016039992696864925,0.00011743984916839201,0.00025640225367009754,0.00021307334668580876
29263,0,0.0003435044375787647,0.0002660143243280017,0.00029330606521414004,0.00021672124407245402,6.0498788791120754e-05,4.909729636377343e-05,5.6546435775784886e-05,4.475803350056481e-05,8.700938279327243e-05,7.476218992583876e-05,8.979742459032905e-05,6.94484677225939e-05,0.0001844140495440626,0.0001493352498161308,0.00027231138578609444,0.00023261207984936802
29316,0,0.00014739898143823567,0.00011463415473480734,9.790600929537502e-05,7.418126651352113e-05,3.613100704528612e-05,2.572917577879344e-05,5.055127723548121e-05,3.574055871037472e-05,6.999536011165143e-05,5.50817377556392e-05,5.2255757889910756e-05,4.015407656604244e-05,0.0001753727587861508,0.00012822294257760846,0.00021224494987407005,0.0001666355751842789
29368,0,0.0002385424855030135,0.00017044347961623238,0.00020459214558884292,0.00014658147861106269,4.7984316715233846e-05,3.224852779307192e-05,7.503060780405469e-05,5.583238015904479e-05,0.0001323706677624565,8.81485519114038e-05,0.00012122434791332806,7.871988991156782e-05,0.0001892657187174492,0.000129870100758929,0.0001657828793703284,0.00012843218437359828
29420,0,0.000286116960745594,0.0002185965687022005,0.0002396573681243971,0.00019045542065983096,5.165602449618457e-05,3.634427736352323e-05,8.209087799726328e-05,6.421977662962537e-05,0.00014230765793693027,9.975669890006263e-05,0.00013135081465943404,8.762386519557892e-05,0.00016166197598042095,0.00012101172681701828,0.0002015298677089824,0.00014079941125536233
29472,0,0.0002935290767531997,0.0002522889558988937,0.00020716484192696139,0.0001712489829261216,4.083648153123149e-05,3.183942117785081e-05,7.677246958155733e-05,6.0830835505603375e-05,0.00010448698032249614,7.080697666807949e-05,6.997568166139086e-05,4.489048386142213e-05,0.00011659893318636677,9.185237770201768e-05,0.0002158174691873129,0.0001579900400340615
29524,0,0.0002785722843002487,0.00024393659654317298,0.00015375535417581763,0.00011203242512307444,3.306923880827245e-05,2.6626017900724243e-05,9.311307044766388e-05,7.45337887462657e-05,0.0001990966114209412,0.0001392961649092986,0.00012746679936735103,8.562597300940544e-05,0.00018034703720331551,0.00012380203808164472,0.00014875752606007122,0.0001094173453698374
29575,0,0.00021896675419524563,0.000172529059685926,9.516811683644444e-05,7.157234134830375e-05,3.8005490666857804e-05,2.9590146798540717e-05,8.464423417654038e-05,6.668423289447377e-05,0.00019030827283081538,0.000134638769010147,0.00013386209433065418,0.00010007472621016589,0.00027587756223860957,0.00022859813842257844,0.00017549608816098153,0.00013668015913263697
29628,0,0.0001521967096700889,0.00010565397836588126,0.00010735488855709784,7.440110081830337e-05,4.4431888864277445e-05,3.24920786323022e-05,5.298800532015707e-05,4.1506917476314755e-05,6.944707860799478e-05,5.914517674044781e-05,6.0609339028628524e-05,4.651260836747783e-05,0.0002475577625551727,0.00020670412653572124,0.00022430635490338502,0.00018008310311694209
29682,0,0.00010396753694558137,7.383516764620245e-05,9.360565471905666e-05,6.376548263535522e-05,5.292960849778968e-05,3.878010627610182e-05,4.856099934963205e-05,3.925848732902792e-05,7.296174967217656e-05,5.7358920579089435e-05,5.544388667457118e-05,3.9202313931976e-05,0.00014163516393153245,0.0001123677171194114,0.00024376300095295143,0.00019326903972592002
29734,0,9.450680670803054e-05,7.350779815856493e-05,0.00010080679111564168,8.454512108067203e-05,5.545241937049884e-05,4.2217695813736414e-05,7.604719109160672e-05,6.360810557224134e-05,0.00015830722936116377,0.00012420890295296457,8.757572782550042e-05,6.694749311309205e-05,0.0001011756296508234,6.447367758834213e-05,0.0002561749584804792,0.00021833464798572198
29786,0,0.0001891439761449447,0.00013580142772409422,0.00014541055014172125,0.00012598936761596603,3.705899313921447e-05,2.420778861368086e-05,7.25498657652642e-05,5.675627510107006e-05,0.00015349028787093002,0.00011176496947250222,8.480642172397486e-05,6.808942843251874e-05,8.241861006476579e-05,5.071974345972308e-05,0.00021071487698831633,0.00016140272474511472
29840,0,0.00018546343699650438,0.00012171343074270552,0.00014364653034746797,0.00011584898795276112,5.5973944971960295e-05,3.916272256079046e-05,4.0846321451328394e-05,2.9076134837874492e-05,6.943125358809698e-05,4.614361996472852e-05,6.118473358348323e-05,5.199003389656096e-05,5.501274272146372e-05,5.005628991296162e-05,0.00012601718208904178,8.935494679442263e-05
29892,0,0.00010050813029888233,7.307194249853221e-05,9.328756650755757e-05,6.688859579661627e-05,6.272059320013171e-05,4.56549876611321e-05,6.111356270353547e-05,4.430197949758889e-05,8.949867777799607e-05,6.43469329278506e-05,7.301286511995214e-05,5.681576495854986e-05,9.693045194122e-05,7.27675235607466e-05,9.715460293903275e-05,7.520529047167315e-05
29945,6,0.0001610944822594982,0.00011114673269476418,0.00012557754126906148,6.515053152168795e-05,5.3525501544721295e-05,4.086745774703589e-05,8.005528088642956e-05,6.624524741510788e-05,0.0001355614461462198,0.00010647851113623354,7.332525527142366e-05,5.810640567883958e-05,9.293745571076236e-05,6.177102225849317e-05,0.0001112757763858625,7.066060070601289e-05
29999,6,0.00016216949494406342,0.00011107513263018287,0.00015068635516783424,9.50912648254146e-05,5.2453167220820525e-05,4.5065794829018374e-05,7.914871916276022e-05,6.634359248839645e-05,0.000152024101866485,0.00012908658209756995,8.429391713383462e-05,7.419256621298885e-05,5.7429696802699635e-05,3.7827075351353414e-05,0.000156714473742448,0.00010637327282386394
30058,6,0.00015269401817673427,0.00012434206725278014,0.00018099576399152115,0.0001503880497740905,4.657340263902317e-05,3.775762854518693e-05,6.1011451338762136e-05,4.2588237787009876e-05,0.0001252611540798311,8.604947639442077e-05,0.00019788682090599589,0.00010839880470738767,0.00014752264958487734,7.704555368695126e-05,0.00023013623395801502,0.0001735301381882371
30110,6,0.0001588390367824628,0.00012638493531295437,0.00016478807875777352,0.00013108546567358736,4.3945410995987216e-05,3.319568238068304e-05,6.62613564411156e-05,4.492264805585083e-05,0.00017527780545155942,0.00011773666538070154,0.00021735924363932332,0.00013148025039568594,0.00018128348976300532,0.00012052188562992316,0.0002448566041799951,0.0002069040109358084
